query_id,query_pattern,latency_ms,result_rows,result_preview,error,mode
T197,Temporal,16.34,600,"{'_source': {'id1': 'id051', 'id2': 'id022', 'value': 90.457252}}",,asap
T198,Temporal,28.41,600,"{'_source': {'id1': 'id025', 'id2': 'id062', 'value': 28.351704}}",,asap
T199,Temporal,27.56,600,"{'_source': {'id1': 'id027', 'id2': 'id029', 'value': 26.877022}}",,asap
T200,Temporal,29.57,600,"{'_source': {'id1': 'id068', 'id2': 'id015', 'value': 40.497442}}",,asap
T201,Temporal,28.00,600,"{'_source': {'id1': 'id007', 'id2': 'id054', 'value': 66.693906}}",,asap
T202,Temporal,24.19,600,"{'_source': {'id1': 'id032', 'id2': 'id100', 'value': 6.941078}}",,asap
T203,Temporal,28.85,600,"{'_source': {'id1': 'id086', 'id2': 'id030', 'value': 30.629582}}",,asap
T204,Temporal,17.50,600,"{'_source': {'id1': 'id058', 'id2': 'id032', 'value': 83.058339}}",,asap
T205,Temporal,22.47,600,"{'_source': {'id1': 'id078', 'id2': 'id006', 'value': 82.80077}}",,asap
T206,Temporal,28.60,600,"{'_source': {'id1': 'id046', 'id2': 'id054', 'value': 47.588693}}",,asap
T207,Temporal,29.08,600,"{'_source': {'id1': 'id030', 'id2': 'id085', 'value': 68.409655}}",,asap
T208,Temporal,28.15,600,"{'_source': {'id1': 'id064', 'id2': 'id093', 'value': 11.246468}}",,asap
T209,Temporal,30.14,600,"{'_source': {'id1': 'id094', 'id2': 'id031', 'value': 81.158682}}",,asap
T210,Temporal,28.37,600,"{'_source': {'id1': 'id047', 'id2': 'id093', 'value': 93.557395}}",,asap
T211,Temporal,18.14,600,"{'_source': {'id1': 'id095', 'id2': 'id062', 'value': 63.691357}}",,asap
T212,Temporal,28.31,600,"{'_source': {'id1': 'id028', 'id2': 'id076', 'value': 82.923786}}",,asap
T213,Temporal,26.79,600,"{'_source': {'id1': 'id012', 'id2': 'id007', 'value': 11.480826}}",,asap
T214,Temporal,28.53,600,"{'_source': {'id1': 'id065', 'id2': 'id003', 'value': 50.847365}}",,asap
T215,Temporal,27.01,600,"{'_source': {'id1': 'id044', 'id2': 'id055', 'value': 33.160049}}",,asap
T216,Temporal,29.95,600,"{'_source': {'id1': 'id003', 'id2': 'id043', 'value': 89.483662}}",,asap
T217,Temporal,28.90,600,"{'_source': {'id1': 'id008', 'id2': 'id054', 'value': 37.065194}}",,asap
T218,Temporal,28.97,600,"{'_source': {'id1': 'id028', 'id2': 'id080', 'value': 43.800005}}",,asap
T219,Temporal,28.64,600,"{'_source': {'id1': 'id052', 'id2': 'id027', 'value': 50.589192}}",,asap
T220,Temporal,28.31,600,"{'_source': {'id1': 'id067', 'id2': 'id053', 'value': 46.014066}}",,asap
T221,Temporal,27.91,600,"{'_source': {'id1': 'id058', 'id2': 'id036', 'value': 79.469699}}",,asap
T222,Temporal,28.25,600,"{'_source': {'id1': 'id066', 'id2': 'id019', 'value': 36.299982}}",,asap
T223,Temporal,12.89,600,"{'_source': {'id1': 'id081', 'id2': 'id026', 'value': 20.814889}}",,asap
T224,Temporal,30.86,600,"{'_source': {'id1': 'id069', 'id2': 'id034', 'value': 93.289859}}",,asap
T225,Temporal,29.78,600,"{'_source': {'id1': 'id021', 'id2': 'id003', 'value': 24.297672}}",,asap
T226,Temporal,16.03,600,"{'_source': {'id1': 'id001', 'id2': 'id001', 'value': 33.925137}}",,asap
T227,Temporal,28.27,600,"{'_source': {'id1': 'id023', 'id2': 'id027', 'value': 57.361278}}",,asap
T228,Temporal,24.94,600,"{'_source': {'id1': 'id012', 'id2': 'id048', 'value': 64.134162}}",,asap
T229,Temporal,28.69,600,"{'_source': {'id1': 'id008', 'id2': 'id059', 'value': 39.643914}}",,asap
T230,Temporal,27.27,600,"{'_source': {'id1': 'id041', 'id2': 'id083', 'value': 10.894286}}",,asap
T231,Temporal,42.39,600,"{'_source': {'id1': 'id088', 'id2': 'id022', 'value': 47.850924}}",,asap
T232,Temporal,28.91,600,"{'_source': {'id1': 'id089', 'id2': 'id091', 'value': 69.436044}}",,asap
T233,Temporal,14.66,600,"{'_source': {'id1': 'id054', 'id2': 'id012', 'value': 77.466265}}",,asap
T234,Temporal,27.72,600,"{'_source': {'id1': 'id036', 'id2': 'id060', 'value': 24.976349}}",,asap
T235,Temporal,25.39,600,"{'_source': {'id1': 'id078', 'id2': 'id065', 'value': 21.51072}}",,asap
T236,Temporal,28.45,600,"{'_source': {'id1': 'id043', 'id2': 'id096', 'value': 8.799325}}",,asap
T237,Temporal,27.85,600,"{'_source': {'id1': 'id069', 'id2': 'id040', 'value': 69.645105}}",,asap
T238,Temporal,28.85,600,"{'_source': {'id1': 'id005', 'id2': 'id025', 'value': 1.988399}}",,asap
T239,Temporal,14.97,600,"{'_source': {'id1': 'id087', 'id2': 'id016', 'value': 89.933777}}",,asap
T240,Temporal,28.75,600,"{'_source': {'id1': 'id027', 'id2': 'id035', 'value': 60.041869}}",,asap
T241,Temporal,26.60,600,"{'_source': {'id1': 'id090', 'id2': 'id018', 'value': 52.899836}}",,asap
T242,Temporal,28.63,600,"{'_source': {'id1': 'id036', 'id2': 'id010', 'value': 78.70518}}",,asap
T243,Temporal,27.46,600,"{'_source': {'id1': 'id051', 'id2': 'id004', 'value': 8.455318}}",,asap
T244,Temporal,29.60,600,"{'_source': {'id1': 'id091', 'id2': 'id077', 'value': 65.586377}}",,asap
T245,Temporal,22.77,600,"{'_source': {'id1': 'id039', 'id2': 'id088', 'value': 96.473161}}",,asap
T246,Temporal,29.62,600,"{'_source': {'id1': 'id019', 'id2': 'id002', 'value': 70.604864}}",,asap
T247,Temporal,15.47,600,"{'_source': {'id1': 'id084', 'id2': 'id025', 'value': 50.087203}}",,asap
T248,Temporal,14.69,600,"{'_source': {'id1': 'id054', 'id2': 'id093', 'value': 2.305132}}",,asap
T249,Temporal,27.49,600,"{'_source': {'id1': 'id026', 'id2': 'id072', 'value': 76.907871}}",,asap
T250,Temporal,28.44,600,"{'_source': {'id1': 'id068', 'id2': 'id021', 'value': 90.481749}}",,asap
T251,Temporal,27.65,600,"{'_source': {'id1': 'id080', 'id2': 'id093', 'value': 40.11057}}",,asap
T252,Temporal,32.60,600,"{'_source': {'id1': 'id071', 'id2': 'id075', 'value': 13.387793}}",,asap
T253,Temporal,13.73,600,"{'_source': {'id1': 'id082', 'id2': 'id006', 'value': 87.56017}}",,asap
T254,Temporal,13.58,600,"{'_source': {'id1': 'id035', 'id2': 'id012', 'value': 62.690899}}",,asap
T255,Temporal,28.72,600,"{'_source': {'id1': 'id001', 'id2': 'id036', 'value': 75.18404}}",,asap
